Category,PTG,PT,Required,Optional,ConRequ
Sports,Sports & Recreation,Martial Arts Kicking Shields,Air Gun Type|Animal Type|Archery Bow Type|Bicycle Type|Brand|Features|Fishing Boat Type|Fishing Lure Type|Fishing Rod and Reel Combo Type|Fishing Rod Type|Fishing Tackle Boxes and Bait Storage Type|Hunting Call and Lure Type|Hunting Decoy Type|Kayak Type|Product Long Description|Main Image URL|Night Vision|Correct Product Name|Correct Product Type|Riflescope and Sight Type|Safe Type|Shooting and Archery Target Type|Product Short Description|Sport Helmet Type,Occasion|Sports League|Sports Team,
Sports,Sports & Recreation,Martial Arts Targets,Air Gun Type|Animal Type|Archery Bow Type|Bicycle Type|Brand|Features|Fishing Boat Type|Fishing Lure Type|Fishing Rod and Reel Combo Type|Fishing Rod Type|Fishing Tackle Boxes and Bait Storage Type|Hunting Call and Lure Type|Hunting Decoy Type|Kayak Type|Product Long Description|Main Image URL|Night Vision|Correct Product Name|Correct Product Type|Riflescope and Sight Type|Safe Type|Shooting and Archery Target Type|Product Short Description|Sport Helmet Type,Occasion|Sports League|Sports Team,
Sports,Sports & Recreation,Martial Arts Training Sticks,Air Gun Type|Animal Type|Archery Bow Type|Bicycle Type|Brand|Features|Fishing Boat Type|Fishing Lure Type|Fishing Rod and Reel Combo Type|Fishing Rod Type|Fishing Tackle Boxes and Bait Storage Type|Hunting Call and Lure Type|Hunting Decoy Type|Kayak Type|Product Long Description|Main Image URL|Night Vision|Correct Product Name|Correct Product Type|Riflescope and Sight Type|Safe Type|Shooting and Archery Target Type|Product Short Description|Sport Helmet Type,Occasion|Sports League|Sports Team,
Sports,Sports & Recreation,Martial Arts Weapon Cases,Air Gun Type|Animal Type|Archery Bow Type|Bicycle Type|Brand|Features|Fishing Boat Type|Fishing Lure Type|Fishing Rod and Reel Combo Type|Fishing Rod Type|Fishing Tackle Boxes and Bait Storage Type|Hunting Call and Lure Type|Hunting Decoy Type|Kayak Type|Product Long Description|Main Image URL|Night Vision|Correct Product Name|Correct Product Type|Riflescope and Sight Type|Safe Type|Shooting and Archery Target Type|Product Short Description|Sport Helmet Type,Occasion|Sports League|Sports Team,
Sports,Sports & Recreation,Martial Arts Weapon Stands,Air Gun Type|Animal Type|Archery Bow Type|Bicycle Type|Brand|Features|Fishing Boat Type|Fishing Lure Type|Fishing Rod and Reel Combo Type|Fishing Rod Type|Fishing Tackle Boxes and Bait Storage Type|Hunting Call and Lure Type|Hunting Decoy Type|Kayak Type|Product Long Description|Main Image URL|Night Vision|Correct Product Name|Correct Product Type|Riflescope and Sight Type|Safe Type|Shooting and Archery Target Type|Product Short Description|Sport Helmet Type,Occasion|Sports League|Sports Team,
Sports,Sports & Recreation,Martial Arts Weapons,Air Gun Type|Animal Type|Archery Bow Type|Bicycle Type|Brand|Features|Fishing Boat Type|Fishing Lure Type|Fishing Rod and Reel Combo Type|Fishing Rod Type|Fishing Tackle Boxes and Bait Storage Type|Hunting Call and Lure Type|Hunting Decoy Type|Kayak Type|Product Long Description|Main Image URL|Night Vision|Correct Product Name|Correct Product Type|Riflescope and Sight Type|Safe Type|Shooting and Archery Target Type|Product Short Description|Sport Helmet Type,Occasion|Sports League|Sports Team,
Sports,Sports & Recreation,Medicine Balls,Air Gun Type|Animal Type|Archery Bow Type|Bicycle Type|Brand|Features|Fishing Boat Type|Fishing Lure Type|Fishing Rod and Reel Combo Type|Fishing Rod Type|Fishing Tackle Boxes and Bait Storage Type|Hunting Call and Lure Type|Hunting Decoy Type|Kayak Type|Product Long Description|Main Image URL|Night Vision|Correct Product Name|Correct Product Type|Riflescope and Sight Type|Safe Type|Shooting and Archery Target Type|Product Short Description|Sport Helmet Type,Occasion|Sports League|Sports Team,
Sports,Sports & Recreation,Megaphones,Air Gun Type|Animal Type|Archery Bow Type|Bicycle Type|Brand|Features|Fishing Boat Type|Fishing Lure Type|Fishing Rod and Reel Combo Type|Fishing Rod Type|Fishing Tackle Boxes and Bait Storage Type|Hunting Call and Lure Type|Hunting Decoy Type|Kayak Type|Product Long Description|Main Image URL|Night Vision|Correct Product Name|Correct Product Type|Riflescope and Sight Type|Safe Type|Shooting and Archery Target Type|Product Short Description|Sport Helmet Type,Occasion|Sports League|Sports Team,
Sports,Sports & Recreation,Mermaid Tails,Air Gun Type|Animal Type|Archery Bow Type|Bicycle Type|Brand|Features|Fishing Boat Type|Fishing Lure Type|Fishing Rod and Reel Combo Type|Fishing Rod Type|Fishing Tackle Boxes and Bait Storage Type|Hunting Call and Lure Type|Hunting Decoy Type|Kayak Type|Product Long Description|Main Image URL|Night Vision|Correct Product Name|Correct Product Type|Riflescope and Sight Type|Safe Type|Shooting and Archery Target Type|Product Short Description|Sport Helmet Type,Occasion|Sports League|Sports Team,
Sports,Sports & Recreation,Mini Baseball Bats,Air Gun Type|Animal Type|Archery Bow Type|Bicycle Type|Brand|Features|Fishing Boat Type|Fishing Lure Type|Fishing Rod and Reel Combo Type|Fishing Rod Type|Fishing Tackle Boxes and Bait Storage Type|Hunting Call and Lure Type|Hunting Decoy Type|Kayak Type|Product Long Description|Main Image URL|Night Vision|Correct Product Name|Correct Product Type|Riflescope and Sight Type|Safe Type|Shooting and Archery Target Type|Product Short Description|Sport Helmet Type,Occasion|Sports League|Sports Team,
Sports,Sports & Recreation,Mooring Buoys,Air Gun Type|Animal Type|Archery Bow Type|Bicycle Type|Brand|Features|Fishing Boat Type|Fishing Lure Type|Fishing Rod and Reel Combo Type|Fishing Rod Type|Fishing Tackle Boxes and Bait Storage Type|Hunting Call and Lure Type|Hunting Decoy Type|Kayak Type|Product Long Description|Main Image URL|Night Vision|Correct Product Name|Correct Product Type|Riflescope and Sight Type|Safe Type|Shooting and Archery Target Type|Product Short Description|Sport Helmet Type,Occasion|Sports League|Sports Team,
Sports,Sports & Recreation,Mounted Basketball Systems,Air Gun Type|Animal Type|Archery Bow Type|Bicycle Type|Brand|Features|Fishing Boat Type|Fishing Lure Type|Fishing Rod and Reel Combo Type|Fishing Rod Type|Fishing Tackle Boxes and Bait Storage Type|Hunting Call and Lure Type|Hunting Decoy Type|Kayak Type|Product Long Description|Main Image URL|Night Vision|Correct Product Name|Correct Product Type|Riflescope and Sight Type|Safe Type|Shooting and Archery Target Type|Product Short Description|Sport Helmet Type,Occasion|Sports League|Sports Team,
Sports,Sports & Recreation,Oars,Air Gun Type|Animal Type|Archery Bow Type|Bicycle Type|Brand|Features|Fishing Boat Type|Fishing Lure Type|Fishing Rod and Reel Combo Type|Fishing Rod Type|Fishing Tackle Boxes and Bait Storage Type|Hunting Call and Lure Type|Hunting Decoy Type|Kayak Type|Product Long Description|Main Image URL|Night Vision|Correct Product Name|Correct Product Type|Riflescope and Sight Type|Safe Type|Shooting and Archery Target Type|Product Short Description|Sport Helmet Type,Occasion|Sports League|Sports Team,
Sports,Sports & Recreation,Padded Football Shirts,Air Gun Type|Animal Type|Archery Bow Type|Bicycle Type|Brand|Features|Fishing Boat Type|Fishing Lure Type|Fishing Rod and Reel Combo Type|Fishing Rod Type|Fishing Tackle Boxes and Bait Storage Type|Hunting Call and Lure Type|Hunting Decoy Type|Kayak Type|Product Long Description|Main Image URL|Night Vision|Correct Product Name|Correct Product Type|Riflescope and Sight Type|Safe Type|Shooting and Archery Target Type|Product Short Description|Sport Helmet Type,Occasion|Sports League|Sports Team,
Sports,Sports & Recreation,Paddle & Oar Blades,Air Gun Type|Animal Type|Archery Bow Type|Bicycle Type|Brand|Features|Fishing Boat Type|Fishing Lure Type|Fishing Rod and Reel Combo Type|Fishing Rod Type|Fishing Tackle Boxes and Bait Storage Type|Hunting Call and Lure Type|Hunting Decoy Type|Kayak Type|Product Long Description|Main Image URL|Night Vision|Correct Product Name|Correct Product Type|Riflescope and Sight Type|Safe Type|Shooting and Archery Target Type|Product Short Description|Sport Helmet Type,Occasion|Sports League|Sports Team,
Sports,Sports & Recreation,Paddle & Oar Covers,Air Gun Type|Animal Type|Archery Bow Type|Bicycle Type|Brand|Features|Fishing Boat Type|Fishing Lure Type|Fishing Rod and Reel Combo Type|Fishing Rod Type|Fishing Tackle Boxes and Bait Storage Type|Hunting Call and Lure Type|Hunting Decoy Type|Kayak Type|Product Long Description|Main Image URL|Night Vision|Correct Product Name|Correct Product Type|Riflescope and Sight Type|Safe Type|Shooting and Archery Target Type|Product Short Description|Sport Helmet Type,Occasion|Sports League|Sports Team,
Sports,Sports & Recreation,Paddle & Oar Handles,Air Gun Type|Animal Type|Archery Bow Type|Bicycle Type|Brand|Features|Fishing Boat Type|Fishing Lure Type|Fishing Rod and Reel Combo Type|Fishing Rod Type|Fishing Tackle Boxes and Bait Storage Type|Hunting Call and Lure Type|Hunting Decoy Type|Kayak Type|Product Long Description|Main Image URL|Night Vision|Correct Product Name|Correct Product Type|Riflescope and Sight Type|Safe Type|Shooting and Archery Target Type|Product Short Description|Sport Helmet Type,Occasion|Sports League|Sports Team,
Sports,Sports & Recreation,Paddle Boards,Air Gun Type|Animal Type|Archery Bow Type|Bicycle Type|Brand|Features|Fishing Boat Type|Fishing Lure Type|Fishing Rod and Reel Combo Type|Fishing Rod Type|Fishing Tackle Boxes and Bait Storage Type|Hunting Call and Lure Type|Hunting Decoy Type|Kayak Type|Product Long Description|Main Image URL|Night Vision|Correct Product Name|Correct Product Type|Riflescope and Sight Type|Safe Type|Shooting and Archery Target Type|Product Short Description|Sport Helmet Type,Occasion|Sports League|Sports Team,
Sports,Sports & Recreation,Paddleball Paddles,Air Gun Type|Animal Type|Archery Bow Type|Bicycle Type|Brand|Features|Fishing Boat Type|Fishing Lure Type|Fishing Rod and Reel Combo Type|Fishing Rod Type|Fishing Tackle Boxes and Bait Storage Type|Hunting Call and Lure Type|Hunting Decoy Type|Kayak Type|Product Long Description|Main Image URL|Night Vision|Correct Product Name|Correct Product Type|Riflescope and Sight Type|Safe Type|Shooting and Archery Target Type|Product Short Description|Sport Helmet Type,Occasion|Sports League|Sports Team,
Sports,Sports & Recreation,Paintball Drop Forwards,Air Gun Type|Animal Type|Archery Bow Type|Bicycle Type|Brand|Features|Fishing Boat Type|Fishing Lure Type|Fishing Rod and Reel Combo Type|Fishing Rod Type|Fishing Tackle Boxes and Bait Storage Type|Hunting Call and Lure Type|Hunting Decoy Type|Kayak Type|Product Long Description|Main Image URL|Night Vision|Correct Product Name|Correct Product Type|Riflescope and Sight Type|Safe Type|Shooting and Archery Target Type|Product Short Description|Sport Helmet Type,Occasion|Sports League|Sports Team,
Sports,Sports & Recreation,Paintball Fill Stations,Air Gun Type|Animal Type|Archery Bow Type|Bicycle Type|Brand|Features|Fishing Boat Type|Fishing Lure Type|Fishing Rod and Reel Combo Type|Fishing Rod Type|Fishing Tackle Boxes and Bait Storage Type|Hunting Call and Lure Type|Hunting Decoy Type|Kayak Type|Product Long Description|Main Image URL|Night Vision|Correct Product Name|Correct Product Type|Riflescope and Sight Type|Safe Type|Shooting and Archery Target Type|Product Short Description|Sport Helmet Type,Occasion|Sports League|Sports Team,
Sports,Sports & Recreation,Paintball Harnesses,Air Gun Type|Animal Type|Archery Bow Type|Bicycle Type|Brand|Features|Fishing Boat Type|Fishing Lure Type|Fishing Rod and Reel Combo Type|Fishing Rod Type|Fishing Tackle Boxes and Bait Storage Type|Hunting Call and Lure Type|Hunting Decoy Type|Kayak Type|Product Long Description|Main Image URL|Night Vision|Correct Product Name|Correct Product Type|Riflescope and Sight Type|Safe Type|Shooting and Archery Target Type|Product Short Description|Sport Helmet Type,Occasion|Sports League|Sports Team,
Sports,Sports & Recreation,Paintball Hoppers & Loaders,Air Gun Type|Animal Type|Archery Bow Type|Bicycle Type|Brand|Features|Fishing Boat Type|Fishing Lure Type|Fishing Rod and Reel Combo Type|Fishing Rod Type|Fishing Tackle Boxes and Bait Storage Type|Hunting Call and Lure Type|Hunting Decoy Type|Kayak Type|Product Long Description|Main Image URL|Night Vision|Correct Product Name|Correct Product Type|Riflescope and Sight Type|Safe Type|Shooting and Archery Target Type|Product Short Description|Sport Helmet Type,Occasion|Sports League|Sports Team,
Sports,Sports & Recreation,Paintball Marker Packages,Air Gun Type|Animal Type|Archery Bow Type|Bicycle Type|Brand|Features|Fishing Boat Type|Fishing Lure Type|Fishing Rod and Reel Combo Type|Fishing Rod Type|Fishing Tackle Boxes and Bait Storage Type|Hunting Call and Lure Type|Hunting Decoy Type|Kayak Type|Product Long Description|Main Image URL|Night Vision|Correct Product Name|Correct Product Type|Riflescope and Sight Type|Safe Type|Shooting and Archery Target Type|Product Short Description|Sport Helmet Type,Occasion|Sports League|Sports Team,
Sports,Sports & Recreation,Paintball Markers,Air Gun Type|Animal Type|Archery Bow Type|Bicycle Type|Brand|Features|Fishing Boat Type|Fishing Lure Type|Fishing Rod and Reel Combo Type|Fishing Rod Type|Fishing Tackle Boxes and Bait Storage Type|Hunting Call and Lure Type|Hunting Decoy Type|Kayak Type|Product Long Description|Main Image URL|Night Vision|Correct Product Name|Correct Product Type|Riflescope and Sight Type|Safe Type|Shooting and Archery Target Type|Product Short Description|Sport Helmet Type,Occasion|Sports League|Sports Team,
Sports,Sports & Recreation,Paintball Regulators,Air Gun Type|Animal Type|Archery Bow Type|Bicycle Type|Brand|Features|Fishing Boat Type|Fishing Lure Type|Fishing Rod and Reel Combo Type|Fishing Rod Type|Fishing Tackle Boxes and Bait Storage Type|Hunting Call and Lure Type|Hunting Decoy Type|Kayak Type|Product Long Description|Main Image URL|Night Vision|Correct Product Name|Correct Product Type|Riflescope and Sight Type|Safe Type|Shooting and Archery Target Type|Product Short Description|Sport Helmet Type,Occasion|Sports League|Sports Team,
Sports,Sports & Recreation,Paintball Remotes,Air Gun Type|Animal Type|Archery Bow Type|Bicycle Type|Brand|Features|Fishing Boat Type|Fishing Lure Type|Fishing Rod and Reel Combo Type|Fishing Rod Type|Fishing Tackle Boxes and Bait Storage Type|Hunting Call and Lure Type|Hunting Decoy Type|Kayak Type|Product Long Description|Main Image URL|Night Vision|Correct Product Name|Correct Product Type|Riflescope and Sight Type|Safe Type|Shooting and Archery Target Type|Product Short Description|Sport Helmet Type,Occasion|Sports League|Sports Team,
Sports,Sports & Recreation,Paintball Tank & Bottle Covers,Air Gun Type|Animal Type|Archery Bow Type|Bicycle Type|Brand|Features|Fishing Boat Type|Fishing Lure Type|Fishing Rod and Reel Combo Type|Fishing Rod Type|Fishing Tackle Boxes and Bait Storage Type|Hunting Call and Lure Type|Hunting Decoy Type|Kayak Type|Product Long Description|Main Image URL|Night Vision|Correct Product Name|Correct Product Type|Riflescope and Sight Type|Safe Type|Shooting and Archery Target Type|Product Short Description|Sport Helmet Type,Occasion|Sports League|Sports Team,
Sports,Sports & Recreation,Paintball Tanks,Air Gun Type|Animal Type|Archery Bow Type|Bicycle Type|Brand|Features|Fishing Boat Type|Fishing Lure Type|Fishing Rod and Reel Combo Type|Fishing Rod Type|Fishing Tackle Boxes and Bait Storage Type|Hunting Call and Lure Type|Hunting Decoy Type|Kayak Type|Product Long Description|Main Image URL|Night Vision|Correct Product Name|Correct Product Type|Riflescope and Sight Type|Safe Type|Shooting and Archery Target Type|Product Short Description|Sport Helmet Type,Occasion|Sports League|Sports Team,
Sports,Sports & Recreation,Paintballs,Air Gun Type|Animal Type|Archery Bow Type|Bicycle Type|Brand|Features|Fishing Boat Type|Fishing Lure Type|Fishing Rod and Reel Combo Type|Fishing Rod Type|Fishing Tackle Boxes and Bait Storage Type|Hunting Call and Lure Type|Hunting Decoy Type|Kayak Type|Product Long Description|Main Image URL|Night Vision|Correct Product Name|Correct Product Type|Riflescope and Sight Type|Safe Type|Shooting and Archery Target Type|Product Short Description|Sport Helmet Type,Occasion|Sports League|Sports Team,
